FILTRO FILA,,,,,,,,,,,,,,,,,
,Queso Pasta,Lacteos,20,300,GR,"1,80",,,,Sal,Sin asignar,3,45,GR,"0,02",,
,Champiñones,Verdura,40,600,GR,"3,08",,,,Pimienta negra,Sin asignar,1,15,GR,"0,21",,
,Huevos,Proteina,1,15,,"2,85",,,,,,,,,-,,
,,,,,,-,,,,,,,,,-,,
,,,,,,-,Resumen nutricional,Pax,,,,,,,-,Resumen nutricional,Pax
,,,,,,-,H.Carbono,120,,,,,,,-,H.Carbono,120
,,,,,,-,Proteina,71,,,,,,,-,Proteina,90
,,,,,,-,Verdura,55,,,,,,,-,Verdura,35
,,,,,,-,Total gr plato:,373,,,,,,,-,Total gr plato:,349
,,,,,,-,Costo por ración,"€1,92",,,,,,,-,Costo por ración,"€1,80"
,,,,,,-,Costo total,"€28,79",,,,,,,-,Costo total,"€27,04"
,Elaboracion,,,,,,,,,Elaboracion,,,,,,,
,1,,,,,,,,,1,,,,,,,
,2,,,,,,,,,2,,,,,,,
,3,,,,,,,,,3,,,,,,,
,4,,,,,,,,,4,,,,,,,
,5,,,,,,,,,5,,,,,,,
,6,,,,,,,,,6,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
12,"Taboule vegetariano                                     
",,,,,,Costo por ración,"1,43 €",,Cesar salad With fusilli (Vegetarian),,,,,,Costo por ración,"1,45 €"
,,,,Raciones,,"15,00",,,,,,,Raciones,,"15,00",,
,Ingredientes,,Gr porcion,Gramaje total,Unid,Costo unitario,,,,Ingredientes,,Gr porcion,Gramaje total,Unid,Costo unitario,,
,Cous cous,Sin asignar,120,1800,Gr,"3,47",,,,Lechuga iceberg,Verdura,35,525,Gr,"0,54",,
,Cebolla morada,Verdura,20,300,Gr,"0,90",,,,Mezclum,Verdura,10,150,Gr,"1,41",,
,Pepino,Verdura,20,300,Ml,"0,48",,,,zanahoria,Verdura,20,300,Ml,"0,35",,
,Tomate daniela,Verdura,30,450,Ml,"0,93",,,,Aceitunas negras,Sin asignar,10,150,Ml,"1,05",,
,Cilantro,Verdura,2,30,Gr,"0,65",,,,Maiz,Sin asignar,7,105,Gr,"0,40",,
,menta,Verdura,2,30,Gr,"1,01",,,,Tomate daniela,Verdura,10,150,Gr,"0,31",,
,Aceite oliva,Grasa,15,225,GR,"0,88",,,,Pechuga de pollo,Proteina,100,1500,GR,"9,30",,
,sal,Sin asignar,3,45,GR,"0,02",,,,sal,Sin asignar,3,45,GR,"0,02",,
,pimienta negra,Sin asignar,2,30,GR,"0,42",,,,Pimienta negra,Sin asignar,3,45,GR,"0,63",,
,Uva pasa,Sin asignar,5,75,,"0,39",,,,Aceite oliva,Grasa,10,150,GR,"0,59",,
,limon,Verdura,10,150,,"0,47",,,,Vinagre manzana,Sin asignar,5,75,GR,"0,07",,
,Pechuga de pollo,Proteina,120,1800,,"11,16",Resumen nutricional,Pax,,Salsa cesar,Sin asignar,30,450,GR,"2,03",Resumen nutricional,Pax
,Comino molido,Sin asignar,3,45,,"0,42",H.Carbono,0,,Picatostes,Sin asignar,5,75,GR,"0,60",H.Carbono,100
,Curcuma,Sin asignar,3,45,,"0,28",Proteina,120,,Huevos,Proteina,"0,3","4,5",GR,"0,86",Proteina,"100,3"
,,,,,,-,Verdura,84,,Parmesano,Lacteos,5,75,GR,"1,28",Verdura,75
,,,,,,-,Total gr plato:,355,,Pasta fusilli,H.Carbono,100,1500,GR,"2,40",Total gr plato:,"353,3"
,,,,,,-,Costo por ración,"€1,43",,,,,,,-,Costo por ración,"€1,45"
,,,,,,-,Costo total,"€21,48",,,,,,,-,Costo total,"€21,82"
,Elaboracion,,,,,,,,,Elaboracion,,,,,,,
,1,,,,,,,,,1,,,,,,,
,2,,,,,,,,,2,,,,,,,
,3,,,,,,,,,3,,,,,,,
,4,,,,,,,,,4,,,,,,,
,5,,,,,,,,,5,,,,,,,
,6,,,,,,,,,6,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
13,"Spaghetti pepperoncino
(Vegetarian)",,,,,,Costo por ración,"1,19 €",,"Spaghetti (Wholemeal) pepperoncino
(Vegetarian)",,,,,,Costo por ración,"1,35 €"
,,,,Raciones,,"15,00",,,,,,,Raciones,,"15,00",,
,Ingredientes,,Gr porcion,Gramaje total,Unid,Costo unitario,,,,Ingredientes,,Gr porcion,Gramaje total,Unid,Costo unitario,,
,Spaguettis,H.Carbono,130,1950,Gr,"2,34",,,,Spaguettis integral,H.Carbono,130,1950,Gr,"4,68",,
,Bacon,Proteina,80,1200,Gr,"8,05",,,,Bacon,Proteina,80,1200,Gr,"8,05",,
,Ajo morado,Verdura,6,90,Ml,"0,66",,,,Ajo morado,Verdura,6,90,Ml,"0,66",,
,Chile molido,Sin asignar,5,75,Ml,"0,75",,,,Chile molido,Sin asignar,5,75,Ml,"0,75",,
,Aceite oliva,Grasa,30,450,Gr,"1,76",,,,Aceite oliva,Grasa,30,450,Gr,"1,76",,
,Pimentón de la vera,Sin asignar,13,195,Gr,"2,43",,,,Pimentón de la vera,Sin asignar,13,195,Gr,"2,43",,
,Queso pasta,Lacteos,15,225,GR,"1,35",,,,Queso pasta,Lacteos,15,225,GR,"1,35",,
,Cebolla,Verdura,15,225,GR,"0,51",,,,Cebolla,Verdura,15,225,GR,"0,51",,
,,,,,GR,-,,,,,,,,GR,-,,
,,,,,GR,-,,,,,,,,GR,-,,
,,,,,GR,-,,,,,,,,GR,-,,
,,,,,GR,-,Resumen nutricional,Pax,,,,,,GR,-,Resumen nutricional,Pax
,,,,,GR,-,H.Carbono,130,,,,,,GR,-,H.Carbono,130
,,,,,GR,-,Proteina,80,,,,,,GR,-,Proteina,80
,,,,,,-,Verdura,21,,,,,,,-,Verdura,21
,,,,,,-,Total gr plato:,294,,,,,,,-,Total gr plato:,294
,,,,,,-,Costo por ración,"€1,19",,,,,,,-,Costo por ración,"€1,35"
,,,,,,-,Costo total,"€17,85",,,,,,,-,Costo total,"€20,19"
,Elaboracion,,,,,,,,,Elaboracion,,,,,,,
,1,,,,,,,,,1,,,,,,,
,2,,,,,,,,,2,,,,,,,
,3,,,,,,,,,3,,,,,,,
,4,,,,,,,,,4,,,,,,,
,5,,,,,,,,,5,,,,,,,
,6,,,,,,,,,6,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
14, Asian noddle (Vegetarian),,,,,,Costo por ración,"1,25 €",,Pasta Caponata (Vegetarian),,,,,,Costo por ración,"1,31 €"
,,,,Raciones,,"15,00",,,,,,,Raciones,,"15,00",,
,Ingredientes,,Gr porcion,Gramaje total,Unid,Costo unitario,,,,Ingredientes,,Gr porcion,Gramaje total,Unid,Costo unitario,,
,Tallarines,H.Carbono,120,1800,Gr,"2,57",,,,Macarrones,H.Carbono,120,1800,Gr,"2,16",,
,Contra muslo pollo S/H,Proteina,100,1500,Gr,"9,75",,,,Berenjena,Verdura,50,750,Gr,"1,46",,
,col,Verdura,50,750,Ml,"1,59",,,,Cebolla,Verdura,35,525,Ml,"1,18",,
,cebolla,Verdura,30,450,Ml,"1,01",,,,apio,Verdura,15,225,Ml,"0,45",,
,zanahoria,Verdura,40,600,Gr,"0,69",,,,Sal,Sin asignar,21,315,Gr,"0,13",,
,Pimiento verde,Verdura,20,300,Gr,"0,84",,,,AzÚcar,Sin asignar,3,45,Gr,"0,05",,
,Aceite girasol,Grasa,15,225,GR,"0,39",,,,Alcaparras,Sin asignar,5,75,GR,"1,27",,
,Azúcar,Sin asignar,15,225,GR,"0,23",,,,Aceitunas negras,Sin asignar,10,150,GR,"1,05",,
,Caldo de pollo deshidratado,Sin asignar,5,75,GR,"0,44",,,,Aceite oliva,Grasa,5,75,GR,"0,29",,
,Salsa soja,Sin asignar,15,225,,"0,51",,,,Tomate Daniela,Verdura,60,900,,"1,86",,
,Aceite de sesamo,Grasa,4,60,,"0,71",,,,Tomate frito,Sin asignar,40,600,,"0,68",,
,,,,,,-,Resumen nutricional,Pax,,Tomate concentrado,Sin asignar,3,45,,"0,27",Resumen nutricional,Pax
,,,,,,-,H.Carbono,120,,Pechuga de pollo,Proteina,80,1200,,"7,44",H.Carbono,120
,,,,,,-,Proteina,100,,Queso Pasta,Lacteos,15,225,,"1,35",Proteina,80
,,,,,,-,Verdura,140,,Vinagre manzana,Sin asignar,3,45,,"0,04",Verdura,160
,,,,,,-,Total gr plato:,414,,,,,,,-,Total gr plato:,465
,,,,,,-,Costo por ración,"€1,25",,,,,,,-,Costo por ración,"€1,31"
,,,,,,-,Costo total,"€18,73",,,,,,,-,Costo total,"€19,68"
,Elaboracion,,,,,,,,,Elaboracion,,,,,,,
,1,,,,,,,,,1,,,,,,,
,2,,,,,,,,,2,,,,,,,
,3,,,,,,,,,3,,,,,,,
,4,,,,,,,,,4,,,,,,,
,5,,,,,,,,,5,,,,,,,
,6,,,,,,,,,6,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
15,"Spinach, mushrooms penne (Vegetarian)",,,,,,Costo por ración,"1,38 €",,Spinach and  Mushroom penne (Wholemeal) (Vegetarian),,,,,,Costo por ración,"1,51 €"
, (P147),,,Raciones,,"15,00",,,, (P147),,,Raciones,,"15,00",,
,Ingredientes,,Gr porcion,Gramaje total,Unid,Costo unitario,,,,Ingredientes,,Gr porcion,Gramaje total,Unid,Costo unitario,,
,Macarrones,H.Carbono,120,1800,Gr,"2,16",,,,penne integral,H.Carbono,120,1800,Gr,"4,32",,
,cebolla,Verdura,15,225,Gr,"0,51",,,,cebolla,Verdura,15,225,Gr,"0,51",,
,carne soja,Proteina,35,525,Ml,"7,09",,,,carne soja,Proteina,35,525,Ml,"7,09",,
,romero,Especies y Aromaticas,5,75,Ml,"0,00",,,,romero,Especies y Aromaticas,5,75,Ml,"0,00",,
,ajo morado,Verdura,5,75,Gr,"0,55",,,,ajo morado,Verdura,5,75,Gr,"0,55",,
,pimiento rojo,Verdura,35,525,Gr,"1,42",,,,pimiento rojo,Verdura,35,525,Gr,"1,42",,
,caldo vegetal,Sin asignar,10,150,GR,"1,06",,,,caldo de pollo deshidratado,Sin asignar,10,150,GR,"0,87",,
,Espinaca fresca,Verdura,50,750,GR,"3,10",,,,Espinaca fresca,Verdura,50,750,GR,"3,10",,
,parmesano,Lacteos,10,150,GR,"2,55",,,,parmesano,Lacteos,10,150,GR,"2,55",,
,vinagre vino ,No encontrado,3,45,,,,,,vinagre vino ,No encontrado,3,45,,,,
,Champiñones,Verdura,30,450,,"2,31",,,,Champiñones,Verdura,30,450,,"2,31",,
,,,,,,-,Resumen nutricional,Pax,,,,,,,-,Resumen nutricional,Pax
,,,,,,-,H.Carbono,120,,,,,,,-,H.Carbono,120
,,,,,,-,Proteina,35,,,,,,,-,Proteina,35
,,,,,,-,Verdura,135,,,,,,,-,Verdura,135
,,,,,,-,Total gr plato:,318,,,,,,,-,Total gr plato:,318
,,,,,,-,Costo por ración,"€1,38",,,,,,,-,Costo por ración,"€1,51"
,,,,,,-,Costo total,"€20,75",,,,,,,-,Costo total,"€22,72"
,Elaboracion,,,,,,,,,Elaboracion,,,,,,,
,1,,,,,,,,,1,,,,,,,
,2,,,,,,,,,2,,,,,,,
,3,,,,,,,,,3,,,,,,,
,4,,,,,,,,,4,,,,,,,
,5,,,,,,,,,5,,,,,,,
,6,,,,,,,,,6,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
16, tomato pasta (Vegetarian),,,,,,Costo por ración,"1,12 €",,Hiyashicyuka (cold noodles with Asian sauce),,,,,,Costo por ración,"0,00 €"
,,,,Raciones,,"15,00",,,,,,,Raciones,,"15,00",,
,Ingredientes,,Gr porcion,Gramaje total,Unid,Costo unitario,,,,Ingredientes,,Gr porcion,Gramaje total,Unid,Costo unitario,,
,Macarrones,H.Carbono,120,1800,Gr,"2,16",,,,,,,,Gr,-,,
,Pechuga de pollo,Proteina,90,1350,Gr,"8,37",,,,,,,,Gr,-,,
,Tomate frito,Sin asignar,130,1950,Ml,"2,19",,,,,,,,Ml,-,,
,Aceite oliva,Grasa,10,150,Ml,"0,59",,,,,,,,Ml,-,,
,Sal,Sin asignar,15,225,Gr,"0,09",,,,,,,,Gr,-,,
,Pimienta negra,Sin asignar,2,30,Gr,"0,42",,,,,,,,Gr,-,,
,Cebolla,Verdura,15,225,GR,"0,51",,,,,,,,GR,-,,
,Queso Pasta,Lacteos,15,225,GR,"1,35",,,,,,,,GR,-,,
,Tomate cherri,Verdura,15,225,GR,"0,90",,,,,,,,GR,-,,
,Oregano,No encontrado,,,,"0,30",,,,,,,,,-,,
,,,,,,-,,,,,,,,,-,,
,,,,,,-,Resumen nutricional,Pax,,,,,,,-,Resumen nutricional,Pax
,,,,,,-,H.Carbono,120,,,,,,,-,H.Carbono,0
,,,,,,-,Proteina,90,,,,,,,-,Proteina,0
,,,,,,-,Verdura,30,,,,,,,-,Verdura,0
,,,,,,-,Total gr plato:,412,,,,,,,-,Total gr plato:,0
,,,,,,-,Costo por ración,"€1,12",,,,,,,-,Costo por ración,"€0,00"
,,,,,,-,Costo total,"€16,87",,,,,,,-,Costo total,"€0,00"
,Elaboracion,,,,,,,,,Elaboracion,,,,,,,
,1,,,,,,,,,1,,,,,,,
,2,,,,,,,,,2,,,,,,,
,3,,,,,,,,,3,,,,,,,
,4,,,,,,,,,4,,,,,,,
,5,,,,,,,,,5,,,,,,,
,6,,,,,,,,,6,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
17,Spaghetti bolognese (Vegetarian),,,,,,Costo por ración,"1,64 €",,Spaghetti (wholemeal) bolognese (Vegetarian),,,,,,Costo por ración,"1,78 €"
,,,,Raciones,,"15,00",,,,,,,Raciones,,"15,00",,
,Ingredientes,,Gr porcion,Gramaje total,Unid,Costo unitario,,,,Ingredientes,,Gr porcion,Gramaje total,Unid,Costo unitario,,
,Spaguettis,H.Carbono,120,1800,Gr,"2,16",,,,Spaguettis integral,H.Carbono,120,1800,Gr,"4,32",,
,Carne picada Vacuno,Proteina,90,1350,Gr,"15,53",,,,Carne picada Vacuno,Proteina,90,1350,Gr,"15,53",,
,Tomate Triturado,Sin asignar,100,1500,Ml,"1,84",,,,Tomate Triturado,Sin asignar,100,1500,Ml,"1,84",,
,Zanahoria,Verdura,25,375,Ml,"0,43",,,,Zanahoria,Verdura,25,375,Ml,"0,43",,
,apio,Verdura,15,225,Gr,"0,45",,,,apio,Verdura,15,225,Gr,"0,45",,
,Cebolla,Verdura,35,525,Gr,"1,18",,,,Cebolla,Verdura,35,525,Gr,"1,18",,
,sal,Sin asignar,3,45,GR,"0,02",,,,sal,Sin asignar,3,45,GR,"0,02",,
,Queso Pasta,Lacteos,20,300,GR,"1,80",,,,Queso Pasta,Lacteos,20,300,GR,"1,80",,
,Pimienta negra,Sin asignar,2,30,GR,"0,42",,,,Pimienta negra,Sin asignar,2,30,GR,"0,42",,
,Aceite oliva,Grasa,10,150,,"0,59",,,,Aceite oliva,Grasa,10,150,,"0,59",,
,Vino blanco,Sin asignar,10,150,,"0,14",,,,Vino blanco,Sin asignar,10,150,,"0,14",,
,,,,,,-,Resumen nutricional,Pax,,,,,,,-,Resumen nutricional,Pax
,,,,,,-,H.Carbono,120,,,,,,,-,H.Carbono,120
,,,,,,-,Proteina,0,,,,,,,-,Proteina,0
,,,,,,-,Verdura,75,,,,,,,-,Verdura,75
,,,,,,-,Total gr plato:,430,,,,,,,-,Total gr plato:,430
,,,,,,-,Costo por ración,"€1,64",,,,,,,-,Costo por ración,"€1,78"
,,,,,,-,Costo total,"€24,54",,,,,,,-,Costo total,"€26,70"
,Elaboracion,,,,,,,,,Elaboracion,,,,,,,
,1,,,,,,,,,1,,,,,,,
,2,,,,,,,,,2,,,,,,,
,3,,,,,,,,,3,,,,,,,
,4,,,,,,,,,4,,,,,,,
,5,,,,,,,,,5,,,,,,,
,6,,,,,,,,,6,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
18,Ensalada Quinoa,,,,,,Costo por ración,"0,25 €",,,,,,,,Costo por ración,"0,00 €"
,,,,Raciones,,"15,00",,,,,,,,,"15,00",,
,Ingredientes,,Gr porcion,Gramaje total,Unid,Costo unitario,,,,,,,,,Costo unitario,,
,Quinoa,Sin asignar,17,255,Gr,"1,40",,,,,,,,,-,,
,Pimiento rojo,Verdura,15,225,Gr,"0,61",,,,,,,,,-,,
,pepino,Verdura,15,225,Ml,"0,36",,,,,,,,,-,,
,Lechuga iceberg,Verdura,10,150,Ml,"0,15",,,,,,,,,-,,
,Tomate daniela,Verdura,15,225,Gr,"0,47",,,,,,,,,-,,
,Maiz,Sin asignar,5,75,Gr,"0,29",,,,,,,,,-,,
,sal,Sin asignar,3,45,GR,"0,02",,,,,,,,,-,,
,Aceite oliva,Grasa,7,105,GR,"0,41",,,,,,,,,-,,
,Vinagre manzana,Sin asignar,3,45,GR,"0,04",,,,,,,,,-,,
,,,,,,-,,,,,,,,,-,,
,,,,,,-,,,,,,,,,-,,
,,,,,,-,Resumen nutricional,Pax,,,,,,,-,Resumen nutricional,Pax
,,,,,,-,H.Carbono,0,,,,,,,-,H.Carbono,0
,,,,,,-,Proteina,0,,,,,,,-,Proteina,0
,,,,,,-,Verdura,55,,,,,,,-,Verdura,0
,,,,,,-,Total gr plato:,90,,,,,,,-,Total gr plato:,0
,,,,,,-,Costo por ración,"€0,25",,,,,,,-,Costo por ración,"€0,00"
,,,,,,-,Costo total,"€3,75",,,,,,,-,Costo total,"€0,00"
,Elaboracion,,,,,,,,,Elaboracion,,,,,,,
,1,,,,,,,,,1,,,,,,,
,2,,,,,,,,,2,,,,,,,
,3,,,,,,,,,3,,,,,,,
,4,,,,,,,,,4,,,,,,,
,5,,,,,,,,,5,,,,,,,
,6,,,,,,,,,6,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
19,Spinach  cream pasta,,,,,,Costo por ración,"1,47 €",,Spinach  cream pasta(Wholemeal),,,,,,Costo por ración,"1,70 €"
,,,,Raciones,,"15,00",,,,,,,Raciones,,"25,00",,
,Ingredientes,,Gr porcion,Gramaje total,Unid,Costo unitario,,,,Ingredientes,,Gr porcion,Gramaje total,Unid,Costo unitario,,
,Macarrones,H.Carbono,120,1800,Gr,"2,16",,,,penne integral,H.Carbono,120,3000,Gr,"7,20",,
,carne soja,Proteina,35,525,Gr,"7,09",,,,Pechuga de pollo,Proteina,90,2250,Gr,"13,95",,
,Cebolla,Verdura,30,450,Ml,"1,01",,,,Cebolla,Verdura,30,750,Ml,"1,69",,
,Ajo morado,Verdura,10,150,Ml,"1,11",,,,Ajo morado,Verdura,10,250,Ml,"1,85",,
,Aceite oliva,Grasa,15,225,Gr,"0,88",,,,Aceite oliva,Grasa,15,375,Gr,"1,47",,
,Queso pasta,Lacteos,15,225,Gr,"1,35",,,,Queso pasta,Lacteos,15,375,Gr,"2,25",,
,Nata,Lacteos,90,1350,GR,"3,51",,,,Nata,Lacteos,90,2250,GR,"5,85",,
,Sal,Sin asignar,3,45,GR,"0,02",,,,Sal,Sin asignar,3,75,GR,"0,03",,
,Pimienta negra,Sin asignar,3,45,GR,"0,63",,,,Pimienta negra,Sin asignar,3,75,GR,"1,04",,
,Espinacas,Verdura,70,1050,,"4,34",,,,Espinacas,Verdura,70,1750,,"7,23",,
,,,,,,-,,,,,,,,,-,,
,,,,,,-,Resumen nutricional,Pax,,,,,,,-,Resumen nutricional,Pax
,,,,,,-,H.Carbono,120,,,,,,,-,H.Carbono,120
,,,,,,-,Proteina,35,,,,,,,-,Proteina,90
,,,,,,-,Verdura,110,,,,,,,-,Verdura,110
,,,,,,-,Total gr plato:,391,,,,,,,-,Total gr plato:,446
,,,,,,-,Costo por ración,"€1,47",,,,,,,-,Costo por ración,"€1,70"
,,,,,,-,Costo total,"€22,09",,,,,,,-,Costo total,"€42,55"
,Elaboracion,,,,,,,,,Elaboracion,,,,,,,
,1,,,,,,,,,1,,,,,,,
,2,,,,,,,,,2,,,,,,,
,3,,,,,,,,,3,,,,,,,
,4,,,,,,,,,4,,,,,,,
,5,,,,,,,,,5,,,,,,,
,6,,,,,,,,,6,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
20, mushrooms cream pasta,,,,,,Costo por ración,"2,15 €",,Pasta pesto and vegetable,,,,,,Costo por ración,"1,31 €"
,,,,Raciones,,"15,00",,,,,,,Raciones,,"15,00",,
,Ingredientes,,Gr porcion,Gramaje total,Unid,Costo unitario,,,,Ingredientes,,Gr porcion,Gramaje total,Unid,Costo unitario,,
,Macarrones,H.Carbono,120,1800,Gr,"2,16",,,,macarrones,H.Carbono,120,1800,Gr,"2,16",,
,carne soja,Proteina,90,1350,Gr,"18,23",,,,Salsa pesto V,Sin asignar,30,450,Gr,"4,62",,
,Nata,Lacteos,70,1050,Ml,"2,73",,,,Cebolla,Verdura,30,450,Ml,"1,01",,
,Aceite oliva,Grasa,10,150,Ml,"0,59",,,,Judia verde plana,Verdura,10,150,Ml,"0,69",,
,Sal,Sin asignar,15,225,Gr,"0,09",,,,Brocoli,Verdura,45,675,Gr,"1,86",,
,Pimienta negra,Sin asignar,2,30,Gr,"0,42",,,,carne soja,Proteina,35,525,Gr,"7,09",,
,Cebolla,Verdura,15,225,GR,"0,51",,,,Aceite oliva,Grasa,5,75,GR,"0,29",,
,Queso Pasta,Lacteos,15,225,GR,"1,35",,,,Queso Pasta,Lacteos,5,75,GR,"0,45",,
,Champiñones,Verdura,80,1200,GR,"6,17",,,,Sal,Sin asignar,5,75,GR,"0,03",,
,,,,,,-,,,,Pimienta negra,Sin asignar,5,75,,"1,04",,
,,,,,,-,,,,pimiento verde,Verdura,10,150,,"0,42",,
,,,,,,-,Resumen nutricional,Pax,,,,,,,-,Resumen nutricional,Pax
,,,,,,-,H.Carbono,120,,,,,,,-,H.Carbono,120
,,,,,,-,Proteina,90,,,,,,,-,Proteina,35
,,,,,,-,Verdura,95,,,,,,,-,Verdura,95
,,,,,,-,Total gr plato:,417,,,,,,,-,Total gr plato:,300
,,,,,,-,Costo por ración,"€2,15",,,,,,,-,Costo por ración,"€1,31"
,,,,,,-,Costo total,"€32,23",,,,,,,-,Costo total,"€19,66"
,Elaboracion,,,,,,,,,Elaboracion,,,,,,,
,1,,,,,,,,,1,,,,,,,
,2,,,,,,,,,2,,,,,,,
,3,,,,,,,,,3,,,,,,,
,4,,,,,,,,,4,,,,,,,
,5,,,,,,,,,5,,,,,,,
,6,,,,,,,,,6,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
21,Brocoli  cream pasta,,,,,,Costo por ración,"1,22 €",,Brocoli  cream pasta (Wholemeal),,,,,,Costo por ración,"1,36 €"
,,,,Raciones,,"25,00",,,,,,,Raciones,,"25,00",,
,Ingredientes,,Gr porcion,Gramaje total,Unid,Costo unitario,,,,Ingredientes,,Gr porcion,Gramaje total,Unid,Costo unitario,,
,Macarrones,H.Carbono,120,3000,Gr,"3,60",,,,penne integral,H.Carbono,120,3000,Gr,"7,20",,
,carne soja,Proteina,35,875,Gr,"11,81",,,,carne soja,Proteina,35,875,Gr,"11,81",,
,Nata,Lacteos,70,1750,Ml,"4,55",,,,Nata,Lacteos,70,1750,Ml,"4,55",,
,Aceite oliva,Grasa,10,250,Ml,"0,98",,,,Aceite oliva,Grasa,10,250,Ml,"0,98",,
,Sal,Sin asignar,15,375,Gr,"0,15",,,,Sal,Sin asignar,15,375,Gr,"0,15",,
,Pimienta negra,Sin asignar,2,50,Gr,"0,70",,,,Pimienta negra,Sin asignar,2,50,Gr,"0,70",,
,Cebolla,Verdura,15,375,GR,"0,84",,,,Cebolla,Verdura,15,375,GR,"0,84",,
,Queso Pasta,Lacteos,15,375,GR,"2,25",,,,Queso Pasta,Lacteos,15,375,GR,"2,25",,
,Brocoli,Verdura,80,2000,GR,"5,50",,,,Brocoli,Verdura,80,2000,GR,"5,50",,
,,,,,,-,,,,,,,,,-,,
,,,,,,-,,,,,,,,,-,,
,,,,,,-,Resumen nutricional,Pax,,,,,,,-,Resumen nutricional,Pax
,,,,,,-,H.Carbono,120,,,,,,,-,H.Carbono,120
,,,,,,-,Proteina,35,,,,,,,-,Proteina,35
,,,,,,-,Verdura,95,,,,,,,-,Verdura,95
,,,,,,-,Total gr plato:,362,,,,,,,-,Total gr plato:,362
,,,,,,-,Costo por ración,"€1,22",,,,,,,-,Costo por ración,"€1,36"
,,,,,,-,Costo total,"€30,38",,,,,,,-,Costo total,"€33,98"
,Elaboracion,,,,,,,,,Elaboracion,,,,,,,
,1,,,,,,,,,1,,,,,,,
,2,,,,,,,,,2,,,,,,,
,3,,,,,,,,,3,,,,,,,
,4,,,,,,,,,4,,,,,,,
,5,,,,,,,,,5,,,,,,,
,6,,,,,,,,,6,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
22,"Pasta Chicken  Puttanesca (Vegetarian)                                                        
",,,,,,Costo por ración,"1,45 €",,"fusilli with,spinach and rosemary (Vegetarian)",,,,,,Costo por ración,"1,43 €"
,,,,Raciones,,"15,00",,,, (P147),,,Raciones,,"15,00",,
,Ingredientes,,Gr porcion,Gramaje total,Unid,Costo unitario,,,,Ingredientes,,Gr porcion,Gramaje total,Unid,Costo unitario,,
,Spaguettis,H.Carbono,120,1800,Gr,"2,16",,,,Pasta fusilli,H.Carbono,120,1800,Gr,"2,88",,
,huevos,Proteina,1,15,Gr,"2,85",,,,cebolla,Verdura,15,225,Gr,"0,51",,
,cebolla,Verdura,80,1200,Ml,"2,70",,,,carne soja,Proteina,35,525,Ml,"7,09",,
,Ajo morado,Verdura,100,1500,Ml,"11,07",,,,romero,Especies y Aromaticas,5,75,Ml,"0,00",,
,Aceite oliva,Grasa,10,150,Gr,"0,59",,,,ajo morado,Verdura,5,75,Gr,"0,55",,
,Tomate frito,Sin asignar,15,225,Gr,"0,25",,,,pimiento rojo,Verdura,35,525,Gr,"1,42",,
,sal,Sin asignar,15,225,GR,"0,09",,,,caldo vegetal,Sin asignar,10,150,GR,"1,06",,
,pimienta negra,Sin asignar,3,45,GR,"0,63",,,,Espinaca fresca,Verdura,50,750,GR,"3,10",,
,Aceitunas negras,Sin asignar,3,45,GR,"0,32",,,,parmesano,Lacteos,10,150,GR,"2,55",,
,alcaparras,Sin asignar,3,45,,"0,76",,,,vinagre vino ,No encontrado,3,45,,,,
,Tomate concentrado,Sin asignar,3,45,,"0,27",,,,Champiñones,Verdura,30,450,,"2,31",,
,,,,,,-,Resumen nutricional,Pax,,,,,,,-,Resumen nutricional,Pax
,,,,,,-,H.Carbono,120,,,,,,,-,H.Carbono,120
,,,,,,-,Proteina,1,,,,,,,-,Proteina,35
,,,,,,-,Verdura,180,,,,,,,-,Verdura,135
,,,,,,-,Total gr plato:,353,,,,,,,-,Total gr plato:,318
,,,,,,-,Costo por ración,"€1,45",,,,,,,-,Costo por ración,"€1,43"
,,,,,,-,Costo total,"€21,68",,,,,,,-,Costo total,"€21,47"
,Elaboracion,,,,,,,,,Elaboracion,,,,,,,
,1,,,,,,,,,1,,,,,,,
,2,,,,,,,,,2,,,,,,,
,3,,,,,,,,,3,,,,,,,
,4,,,,,,,,,4,,,,,,,
,5,,,,,,,,,5,,,,,,,
,6,,,,,,,,,6,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
23,Pesto a la trappanese (Red Pesto with cherries)(Vegetarian),,,,,,Costo por ración,"2,11 €",,Tofu Pad Thai,,,,,,Costo por ración,"1,10 €"
,,,,Raciones,,"15,00",,,,,,,Raciones,,"25,00",,
